survey_id,user_id,reservation_id,nps_score,satisfaction_score,inconvenience,info_reliability_score,improvements
170,user04,R2026031301710,1,2,공간 내 냄새가 좀 났습니다. 환기가 잘 안 되는 것 같았어요.,2,추천 알고리즘이 개선되어 취향에 맞는 공간을 더 잘 찾아줬으면 좋겠습니다.
171,user04,R2026031301717,1,2,공간 규모에 비해 편의시설이 부족한 느낌이었습니다. 특히 음료를 구입할 수 있는 곳이 없었어요.,1,리뷰 작성 기능이 더 다양한 항목으로 나뉘어져 있으면 좋겠습니다. 세부 평가가 가능했으면 해요.
172,user06,R2026031301719,5,2,공간 내 냄새가 좀 났습니다. 환기가 잘 안 되는 것 같았어요.,3,고객센터 응답이 더 빨라졌으면 합니다. 문의 후 답변까지 시간이 너무 걸립니다.
173,user01,R2026031301721,9,4,냉난방 시스템이 잘 작동하여 쾌적하게 이용할 수 있었습니다. 인테리어도 감각적이었어요.,5,공간 사진이 더 많이 첨부되어 있으면 좋겠습니다. 다양한 각도의 이미지가 도움이 될 것 같아요.
174,user04,R2026031301724,5,3,전체적으로 훌륭한 시설이었습니다. 특히 위치가 좋아 접근성이 매우 뛰어났어요.,4,환경 친화적인 공간 필터 옵션이 있으면 좋겠습니다.
175,user07,R2026031301734,10,5,전반적으로 깨끗하고 쾌적했습니다. 위치 접근성도 좋아서 다시 이용하고 싶네요.,4,추천 알고리즘이 개선되어 취향에 맞는 공간을 더 잘 찾아줬으면 좋겠습니다.
176,user03,R2026031301737,7,5,냉방 시설이 과도하게 강해서 춥게 느껴졌습니다. 온도 조절이 필요해 보였어요.,4,장기 예약 시 할인 혜택이 있으면 더 적극적으로 이용할 것 같습니다.
177,user05,R2026031301739,1,2,사진과 실제 공간의 차이가 있었습니다. 실제로는 더 좁게 느껴졌어요.,2,지도에서 공간 위치 확인 기능이 개선되었으면 합니다. 현재는 정확도가 떨어집니다.
178,user07,R2026031301741,6,3,에어컨 작동이 제대로 되지 않아 더운 환경에서 이용해야 했습니다.,3,첫 이용자를 위한 튜토리얼이나 가이드가 있으면 좋겠습니다.
179,user06,R2026031301747,7,3,가격 대비 시설이 훌륭했습니다. 다음에도 꼭 다시 이용하고 싶습니다.,4,예약 확정 후 자동 알림 기능이 강화되었으면 합니다. 이메일과 문자 동시 발송이면 좋겠어요.
180,user06,R2026031301768,7,5,체크인 과정이 간편하고 빨랐습니다. 시설 이용에 전혀 불편함이 없었어요.,4,환경 친화적인 공간 필터 옵션이 있으면 좋겠습니다.
181,user07,R2026031301769,10,5,인테리어가 아늑하고 분위기가 좋았습니다. 사진 찍기에도 최적의 장소였어요.,4,공간 예약 후 주변 맛집이나 편의시설 정보를 제공해 주시면 도움이 될 것 같습니다.
182,user03,R2026031301772,7,4,시설 내 인터넷 속도가 느려서 업무 진행에 어려움이 있었습니다.,4,공간 사용 후 청소 상태 확인 체크리스트 기능이 있으면 분쟁을 줄일 수 있을 것 같아요.
183,user05,R2026031301774,3,2,인테리어가 아늑하고 분위기가 좋았습니다. 사진 찍기에도 최적의 장소였어요.,2,예약 확정 후 자동 알림 기능이 강화되었으면 합니다. 이메일과 문자 동시 발송이면 좋겠어요.
184,user05,R2026031301781,4,2,공간 규모에 비해 편의시설이 부족한 느낌이었습니다. 특히 음료를 구입할 수 있는 곳이 없었어요.,3,이용 후기 작성 시 사진도 첨부할 수 있으면 더 좋겠습니다.
185,user07,R2026031301783,1,2,소음이 생각보다 좀 있었지만 전체적으로 이용하기 좋은 환경이었습니다.,2,첫 이용자를 위한 튜토리얼이나 가이드가 있으면 좋겠습니다.
186,user01,R2026031301784,10,5,체크인 과정이 간편하고 빨랐습니다. 시설 이용에 전혀 불편함이 없었어요.,5,로그인 없이도 간단 조회가 가능했으면 합니다. 비회원 기능을 강화해 주세요.
187,user03,R2026031301786,7,3,시설 내 편의용품이 잘 구비되어 있어 매우 편리했습니다. 재방문 의사 있습니다.,2,공간 사진이 더 많이 첨부되어 있으면 좋겠습니다. 다양한 각도의 이미지가 도움이 될 것 같아요.
188,user06,R2026031301789,7,4,주차가 어려웠지만 공간 자체는 매력적이었습니다. 대중교통 이용을 권장합니다.,4,결제 후 영수증을 앱 내에서도 확인할 수 있으면 좋겠습니다.
189,user03,R2026031301793,5,2,화장실 위치가 불편했고 공용이라 사용하기 어색했습니다.,1,모바일 앱에서 예약 내역 조회가 더 직관적이었으면 합니다. 현재 UI가 복잡합니다.
190,user04,R2026031301794,8,5,예약한 공간이 사진과 거의 동일해서 좋았습니다. 조용하고 아늑한 분위기였어요.,4,결제 단계가 너무 복잡합니다. 원클릭 결제 기능이 추가되면 편리할 것 같아요.
191,user05,R2026031301795,2,2,직원분들이 매우 친절하셨고 안내도 잘 해주셨어요. 덕분에 즐거운 시간을 보낼 수 있었습니다.,3,이용 후기 작성 시 사진도 첨부할 수 있으면 더 좋겠습니다.
192,user02,R2026031301799,10,5,주차가 어려웠지만 공간 자체는 매력적이었습니다. 대중교통 이용을 권장합니다.,5,결제 후 영수증을 앱 내에서도 확인할 수 있으면 좋겠습니다.
193,user05,R2026031301802,10,5,공간 내 냄새가 좀 났습니다. 환기가 잘 안 되는 것 같았어요.,4,예약 확정 후 자동 알림 기능이 강화되었으면 합니다. 이메일과 문자 동시 발송이면 좋겠어요.
194,user07,R2026031301804,7,4,공간 규모에 비해 편의시설이 부족한 느낌이었습니다. 특히 음료를 구입할 수 있는 곳이 없었어요.,5,"공간 내 제공되는 서비스(프린터, 빔프로젝터 등) 정보가 더 상세했으면 합니다."
195,user06,R2026031301810,4,2,시설 내 인터넷 속도가 느려서 업무 진행에 어려움이 있었습니다.,3,카카오페이 등 간편결제 수단이 추가되었으면 합니다. 결제 옵션이 다양해지면 좋겠어요.
196,user07,R2026031301818,2,2,"예약 시간에 정확하게 입장 가능했고, 시설도 잘 관리되어 있었습니다.",3,공간 사용 후 청소 상태 확인 체크리스트 기능이 있으면 분쟁을 줄일 수 있을 것 같아요.
197,user04,R2026031301829,5,2,주차가 어려웠지만 공간 자체는 매력적이었습니다. 대중교통 이용을 권장합니다.,3,장기 예약 시 할인 혜택이 있으면 더 적극적으로 이용할 것 같습니다.
198,user01,R2026031301833,5,3,"예약 시간에 정확하게 입장 가능했고, 시설도 잘 관리되어 있었습니다.",3,예약 시 공간 이용 규칙을 더 명확히 안내해 주셨으면 합니다.
199,user06,R2026031301845,2,2,냉방 시설이 과도하게 강해서 춥게 느껴졌습니다. 온도 조절이 필요해 보였어요.,1,모바일 앱에서 예약 내역 조회가 더 직관적이었으면 합니다. 현재 UI가 복잡합니다.
200,user03,R2026031301849,8,4,인테리어가 아늑하고 분위기가 좋았습니다. 사진 찍기에도 최적의 장소였어요.,5,결제 단계가 너무 복잡합니다. 원클릭 결제 기능이 추가되면 편리할 것 같아요.
201,user05,R2026031301851,3,2,주변 소음이 심해서 집중이 어려웠습니다. 방음 시설 개선이 필요해 보였어요.,2,결제 단계가 너무 복잡합니다. 원클릭 결제 기능이 추가되면 편리할 것 같아요.
202,user05,R2026031301865,5,3,직원 응대가 불친절했고 입실 안내도 제대로 이루어지지 않았습니다.,3,앱 로딩 속도가 느린 편입니다. 성능 최적화가 필요합니다.
203,user01,R2026031301868,10,5,예약 변경이 유연하게 가능해서 만족스러웠습니다. 친절한 서비스였어요.,4,고객센터 응답이 더 빨라졌으면 합니다. 문의 후 답변까지 시간이 너무 걸립니다.
204,user06,R2026031301873,5,3,주차가 어려웠지만 공간 자체는 매력적이었습니다. 대중교통 이용을 권장합니다.,3,즐겨찾기 기능을 추가해 주세요. 자주 가는 장소를 저장할 수 있으면 편리할 것 같습니다.
205,user06,R2026031301880,2,2,음향 시설이 잘 갖춰져 있어서 만족스러웠습니다. 행사 진행에 최적이었어요.,1,예약 시 공간 이용 규칙을 더 명확히 안내해 주셨으면 합니다.
206,user07,R2026031301881,7,5,"시설 자체는 만족스러웠지만, 화장실 청결 상태가 기대에 미치지 못했습니다.",3,공간 리뷰의 신뢰성 검증 기능이 있으면 좋겠습니다. 허위 리뷰 방지가 필요합니다.
207,user01,R2026031301882,3,2,주차가 어려웠지만 공간 자체는 매력적이었습니다. 대중교통 이용을 권장합니다.,3,공간 오너와 직접 메시지를 주고받을 수 있는 채팅 기능이 있으면 좋겠어요.
208,user05,R2026031301886,2,2,공간 규모에 비해 편의시설이 부족한 느낌이었습니다. 특히 음료를 구입할 수 있는 곳이 없었어요.,1,카카오페이 등 간편결제 수단이 추가되었으면 합니다. 결제 옵션이 다양해지면 좋겠어요.
209,user03,R2026031301891,2,2,넓고 쾌적한 공간에서 즐거운 시간을 보낼 수 있었습니다. 추천합니다!,2,결제 단계가 너무 복잡합니다. 원클릭 결제 기능이 추가되면 편리할 것 같아요.
210,user03,R2026031301898,0,2,냉방 시설이 과도하게 강해서 춥게 느껴졌습니다. 온도 조절이 필요해 보였어요.,1,환경 친화적인 공간 필터 옵션이 있으면 좋겠습니다.
211,user04,R2026031301899,2,2,예약 변경이 유연하게 가능해서 만족스러웠습니다. 친절한 서비스였어요.,1,공간 예약 후 주변 맛집이나 편의시설 정보를 제공해 주시면 도움이 될 것 같습니다.
212,user04,R2026031301906,0,2,음향 시설이 잘 갖춰져 있어서 만족스러웠습니다. 행사 진행에 최적이었어요.,2,이용 후기 작성 시 사진도 첨부할 수 있으면 더 좋겠습니다.
213,user01,R2026031301910,6,3,예약 변경이 유연하게 가능해서 만족스러웠습니다. 친절한 서비스였어요.,3,첫 이용자를 위한 튜토리얼이나 가이드가 있으면 좋겠습니다.
214,user03,R2026031301912,4,2,음향 시설이 잘 갖춰져 있어서 만족스러웠습니다. 행사 진행에 최적이었어요.,2,리뷰 작성 기능이 더 다양한 항목으로 나뉘어져 있으면 좋겠습니다. 세부 평가가 가능했으면 해요.
215,user06,R2026031301915,10,5,"시설 자체는 만족스러웠지만, 화장실 청결 상태가 기대에 미치지 못했습니다.",3,추천 알고리즘이 개선되어 취향에 맞는 공간을 더 잘 찾아줬으면 좋겠습니다.
216,user07,R2026031301916,2,2,공간 내 냄새가 좀 났습니다. 환기가 잘 안 되는 것 같았어요.,1,카카오페이 등 간편결제 수단이 추가되었으면 합니다. 결제 옵션이 다양해지면 좋겠어요.
217,user02,R2026031301925,2,2,화장실 위치가 불편했고 공용이라 사용하기 어색했습니다.,3,앱 다크모드를 지원해 주세요. 야간 이용 시 눈이 피로합니다.
218,user03,R2026031301926,5,3,주변 소음이 심해서 집중이 어려웠습니다. 방음 시설 개선이 필요해 보였어요.,2,정기 이용권 또는 멤버십 할인 제도가 생겼으면 합니다.
219,user05,R2026031301928,1,2,전체적으로 깔끔하고 현대적인 인테리어가 마음에 들었습니다.,1,앱 다크모드를 지원해 주세요. 야간 이용 시 눈이 피로합니다.
220,user06,R2026031301929,7,4,예약한 공간이 사진과 거의 동일해서 좋았습니다. 조용하고 아늑한 분위기였어요.,5,"공간 내 제공되는 서비스(프린터, 빔프로젝터 등) 정보가 더 상세했으면 합니다."
221,user07,R2026031301937,7,4,보안이 철저하여 안심하고 이용할 수 있었습니다. 청결도도 매우 높았어요.,4,"공간 내 제공되는 서비스(프린터, 빔프로젝터 등) 정보가 더 상세했으면 합니다."
222,user01,R2026031301938,7,3,냉방 시설이 과도하게 강해서 춥게 느껴졌습니다. 온도 조절이 필요해 보였어요.,4,공간별 인기 시간대 정보를 제공해 주시면 예약 계획에 도움이 될 것 같습니다.
223,user03,R2026031301954,5,2,조명이 약간 어두운 편이었지만 전체적인 분위기는 매우 좋았습니다.,2,공간 예약 내역을 캘린더와 연동할 수 있으면 더욱 편리하게 사용할 수 있을 것 같습니다.
224,user05,R2026031301956,9,4,사진과 실제 공간의 차이가 있었습니다. 실제로는 더 좁게 느껴졌어요.,3,결제 단계가 너무 복잡합니다. 원클릭 결제 기능이 추가되면 편리할 것 같아요.
225,user02,R2026031301960,8,5,가격 대비 시설이 훌륭했습니다. 다음에도 꼭 다시 이용하고 싶습니다.,5,환경 친화적인 공간 필터 옵션이 있으면 좋겠습니다.
226,user02,R2026031301967,7,4,음향 시설이 잘 갖춰져 있어서 만족스러웠습니다. 행사 진행에 최적이었어요.,3,고객센터 응답이 더 빨라졌으면 합니다. 문의 후 답변까지 시간이 너무 걸립니다.
227,user03,R2026031301968,1,2,"예약 시간에 정확하게 입장 가능했고, 시설도 잘 관리되어 있었습니다.",3,예약 확정 후 자동 알림 기능이 강화되었으면 합니다. 이메일과 문자 동시 발송이면 좋겠어요.
228,user02,R2026031301974,6,3,공간 규모에 비해 편의시설이 부족한 느낌이었습니다. 특히 음료를 구입할 수 있는 곳이 없었어요.,3,결제 단계가 너무 복잡합니다. 원클릭 결제 기능이 추가되면 편리할 것 같아요.
229,user03,R2026031301975,9,4,냉방 시설이 과도하게 강해서 춥게 느껴졌습니다. 온도 조절이 필요해 보였어요.,4,앱 로딩 속도가 느린 편입니다. 성능 최적화가 필요합니다.
230,user05,R2026031301977,9,5,조명이 약간 어두운 편이었지만 전체적인 분위기는 매우 좋았습니다.,5,포인트 적립 및 사용 기능이 있으면 재방문 유도에 도움이 될 것 같습니다.
231,user05,R2026031301984,7,5,엘리베이터가 없어서 짐이 많을 경우 이용하기 불편했습니다. 시설 자체는 만족스러웠어요.,4,결제 후 영수증을 앱 내에서도 확인할 수 있으면 좋겠습니다.
232,user05,R2026031301991,8,5,조명이 약간 어두운 편이었지만 전체적인 분위기는 매우 좋았습니다.,3,결제 단계가 너무 복잡합니다. 원클릭 결제 기능이 추가되면 편리할 것 같아요.
233,user03,R2026031302003,5,2,전체적으로 깔끔하고 현대적인 인테리어가 마음에 들었습니다.,2,결제 후 영수증을 앱 내에서도 확인할 수 있으면 좋겠습니다.
234,user04,R2026031302011,8,4,주차가 어려웠지만 공간 자체는 매력적이었습니다. 대중교통 이용을 권장합니다.,5,예약 전 공간 주인에게 질문할 수 있는 Q&A 기능이 있으면 좋겠습니다.
235,user07,R2026031302021,4,3,조용한 환경이 마음에 들었습니다. 일에 집중하기 정말 좋은 곳이었어요.,2,리뷰 작성 기능이 더 다양한 항목으로 나뉘어져 있으면 좋겠습니다. 세부 평가가 가능했으면 해요.
236,user01,R2026031302022,9,4,냉난방 시스템이 잘 작동하여 쾌적하게 이용할 수 있었습니다. 인테리어도 감각적이었어요.,4,예약 확정 후 자동 알림 기능이 강화되었으면 합니다. 이메일과 문자 동시 발송이면 좋겠어요.
237,user01,R2026031302036,10,4,예약 변경이 유연하게 가능해서 만족스러웠습니다. 친절한 서비스였어요.,5,예약 확정 후 자동 알림 기능이 강화되었으면 합니다. 이메일과 문자 동시 발송이면 좋겠어요.
238,user01,R2026031302043,6,3,냉방 시설이 과도하게 강해서 춥게 느껴졌습니다. 온도 조절이 필요해 보였어요.,4,추천 알고리즘이 개선되어 취향에 맞는 공간을 더 잘 찾아줬으면 좋겠습니다.
239,user03,R2026031302045,5,3,예약한 공간이 사진과 거의 동일해서 좋았습니다. 조용하고 아늑한 분위기였어요.,2,검색 필터 기능이 더 세분화되었으면 좋겠습니다. 현재는 너무 단순한 것 같아요.
240,user05,R2026031302047,6,3,방음이 잘 되어 있어서 집중하기 좋은 환경이었습니다. 다음에도 이용할 예정입니다.,2,추천 알고리즘이 개선되어 취향에 맞는 공간을 더 잘 찾아줬으면 좋겠습니다.
241,user01,R2026031302141,7,4,"예약 시간에 정확하게 입장 가능했고, 시설도 잘 관리되어 있었습니다.",4,장기 예약 시 할인 혜택이 있으면 더 적극적으로 이용할 것 같습니다.
242,user04,R2026031302144,4,2,인테리어가 아늑하고 분위기가 좋았습니다. 사진 찍기에도 최적의 장소였어요.,3,"공간 내 제공되는 서비스(프린터, 빔프로젝터 등) 정보가 더 상세했으면 합니다."
243,user02,R2026031302149,0,2,공간은 넓었지만 청소 상태가 불량했습니다. 이전 이용자의 흔적이 남아 있었어요.,1,지도에서 공간 위치 확인 기능이 개선되었으면 합니다. 현재는 정확도가 떨어집니다.
244,user03,R2026031302150,7,5,사진과 실제 공간의 차이가 있었습니다. 실제로는 더 좁게 느껴졌어요.,4,앱 다크모드를 지원해 주세요. 야간 이용 시 눈이 피로합니다.
245,user01,R2026031302155,7,3,인테리어가 아늑하고 분위기가 좋았습니다. 사진 찍기에도 최적의 장소였어요.,3,결제 단계가 너무 복잡합니다. 원클릭 결제 기능이 추가되면 편리할 것 같아요.
246,user01,R2026031302169,10,5,체크인 과정이 간편하고 빨랐습니다. 시설 이용에 전혀 불편함이 없었어요.,4,로그인 없이도 간단 조회가 가능했으면 합니다. 비회원 기능을 강화해 주세요.
247,user06,R2026031302174,10,4,공간이 넓고 채광도 좋아서 만족스러웠습니다. 다만 와이파이 연결이 불안정한 편이었어요.,3,로그인 없이도 간단 조회가 가능했으면 합니다. 비회원 기능을 강화해 주세요.
248,user07,R2026031302175,7,3,공간이 넓고 채광도 좋아서 만족스러웠습니다. 다만 와이파이 연결이 불안정한 편이었어요.,2,공간 사진이 더 많이 첨부되어 있으면 좋겠습니다. 다양한 각도의 이미지가 도움이 될 것 같아요.
249,user02,R2026031302177,10,4,인테리어가 아늑하고 분위기가 좋았습니다. 사진 찍기에도 최적의 장소였어요.,5,로그인 없이도 간단 조회가 가능했으면 합니다. 비회원 기능을 강화해 주세요.
250,user03,R2026031302178,8,4,사진과 실제 공간의 차이가 있었습니다. 실제로는 더 좁게 느껴졌어요.,3,포인트 적립 및 사용 기능이 있으면 재방문 유도에 도움이 될 것 같습니다.
251,user06,R2026031302181,0,2,가격 대비 시설이 훌륭했습니다. 다음에도 꼭 다시 이용하고 싶습니다.,2,공간 사진이 더 많이 첨부되어 있으면 좋겠습니다. 다양한 각도의 이미지가 도움이 될 것 같아요.
252,user06,R2026031302195,2,2,넓고 쾌적한 공간에서 즐거운 시간을 보낼 수 있었습니다. 추천합니다!,2,결제 후 영수증을 앱 내에서도 확인할 수 있으면 좋겠습니다.
253,user02,R2026031302198,0,2,시설 내 인터넷 속도가 느려서 업무 진행에 어려움이 있었습니다.,2,앱 로딩 속도가 느린 편입니다. 성능 최적화가 필요합니다.
254,user03,R2026031302199,3,2,주변 소음이 심해서 집중이 어려웠습니다. 방음 시설 개선이 필요해 보였어요.,1,예약 확정 후 자동 알림 기능이 강화되었으면 합니다. 이메일과 문자 동시 발송이면 좋겠어요.
255,user06,R2026031302202,10,5,전반적으로 깨끗하고 쾌적했습니다. 위치 접근성도 좋아서 다시 이용하고 싶네요.,5,카카오페이 등 간편결제 수단이 추가되었으면 합니다. 결제 옵션이 다양해지면 좋겠어요.
256,user02,R2026031302205,3,2,공간 규모에 비해 편의시설이 부족한 느낌이었습니다. 특히 음료를 구입할 수 있는 곳이 없었어요.,2,정기 이용권 또는 멤버십 할인 제도가 생겼으면 합니다.