admin1,question,answer,category
admin1,신촌역에서 행사장까지 도보로 가는 정확한 경로가 어떻게 되나요?,"신촌역 2번 출구로 나오셔서 연세대학교 방향으로 약 300m 직진하신 후, 현대백화점 유플렉스 교차로에서 좌회전하세요. 창천교회를 지나 약 100m 정도 더 들어오시면 좌측에 위치한 빨간 벽돌 건물을 찾으실 수 있습니다. 도보로는 성인 기준 약 7분에서 10분 정도 소요되며, 근처에 따릉이 대여소도 있어 자전거 이용도 편리합니다.",장소/정보
admin1,주차 공간이 협소하다고 들었는데 인근 공영주차장 정보도 알 수 있을까요?,"본 건물의 주차장은 최대 5대까지만 수용이 가능하여 매우 협소합니다. 만차 시에는 도보 3분 거리에 있는 '창천 공영주차장'을 이용하시거나 '현대백화점 주차장'을 이용해 주시기 바랍니다. 공영주차장의 경우 5분당 400원의 요금이 발생하며, 당일 예약 확인서를 지참하셔도 별도의 주차 할인은 제공되지 않는 점 양해 부탁드립니다.",장소/정보
admin1,예약 시 결제가 자꾸 실패하는데 해결 방법이 무엇인가요?,"결제 실패는 주로 브라우저 팝업 차단 설정이나 카드사 보안 프로그램 미설치로 인해 발생합니다. 크롬 브라우저를 사용 중이시라면 설정에서 '팝업 및 리디렉션' 허용을 확인해 주시고, 아이폰 사용자의 경우 사파리 설정에서 '팝업 차단'을 해제해 주세요. 또한, 법인카드의 경우 본인 인증 절차가 다를 수 있으니 해당 카드사 앱을 통해 미리 인증 수단을 등록해 두시는 것이 좋습니다.",예약/결제
admin1,예약을 취소하면 환불금은 언제쯤 통장으로 입금되나요?,"환불 소요 기간은 결제 수단에 따라 차이가 있습니다. 신용카드로 결제하신 경우 승인 취소까지 카드사 영업일 기준 3~7일이 소요되며, 실시간 계좌이체나 무통장 입금은 관리자가 취소 승인을 한 당일 오후 또는 익일 오전 중에 지정하신 환불 계좌로 입금됩니다. 단, 주말이나 공휴일이 포함된 경우 은행 업무 중단으로 인해 처리가 지연될 수 있습니다.",예약/결제
admin1,포인트는 어떻게 쌓이며 적립 기준은 무엇인가요?,"포인트는 서비스 이용 금액의 1%가 기본적으로 적립됩니다. 단, 이벤트 기간 내에 특정 장소를 이용하실 경우 최대 5%까지 특별 적립 혜택을 드리고 있습니다. 적립된 포인트는 1,000포인트 이상부터 현금처럼 예약 시 사용하실 수 있으며, 유효기간은 적립일로부터 1년입니다. 마이페이지의 '포인트 내역'에서 상세 적립 및 소멸 예정 정보를 실시간으로 확인하실 수 있습니다.",회원/포인트
admin1,비밀번호를 분실했을 때 이메일 인증이 안 오는데 어떻게 하죠?,"이메일 인증 번호가 오지 않는다면 먼저 스팸 메일함이나 프로모션 메일함을 확인해 주세요. 특히 회사 메일이나 학교 메일(@ac.kr)은 보안 정책상 외부 인증 메일을 차단하는 경우가 많습니다. 5분 이상 기다려도 오지 않는다면 다른 이메일 주소로 연동을 변경하시거나, 휴대폰 본인 인증을 통한 비밀번호 재설정 기능을 이용해 주시면 더 신속하게 처리 가능합니다.",회원/포인트
admin1,사진 리뷰를 올리면 어떤 추가 혜택이 주어지나요?,"일반 텍스트 리뷰는 100포인트가 적립되지만, 장소 내부 사진을 3장 이상 포함한 사진 리뷰를 작성해 주시면 500포인트를 즉시 적립해 드립니다. 특히 해당 월의 '이달의 베스트 리뷰'로 선정되실 경우 추가로 5,000포인트와 함께 메인 페이지에 리뷰가 노출되는 혜택을 드립니다. 사진은 용량 5MB 이하의 JPG, PNG 파일만 업로드 가능합니다.",리뷰/커뮤니티
admin1,게시판에 올린 글이 갑자기 사라졌어요. 삭제 기준이 무엇인가요?,"저희 커뮤니티는 쾌적한 환경을 위해 특정 키워드가 포함된 광고성 게시글이나 타인에게 불쾌감을 주는 비속어, 비방글을 시스템에서 자동으로 블라인드 처리하고 있습니다. 또한 동일한 내용을 반복적으로 게시하는 도배 행위도 제재 대상입니다. 본인이 작성한 글이 정당한 사유 없이 삭제되었다고 판단되시면 고객센터 1:1 문의를 통해 재검토 요청을 하실 수 있습니다.",리뷰/커뮤니티
admin1,이벤트 당첨자 발표는 어디서 확인하며 경품은 어떻게 받나요?,"이벤트 당첨자는 해당 이벤트 종료 후 7일 이내에 '이벤트/공지' 게시판에 공지사항으로 게시됩니다. 당첨되신 분들께는 가입 시 등록하신 휴대폰 번호로 개별 카카오톡 또는 문자가 발송됩니다. 실물 경품의 경우 배송 주소 확인 후 영업일 기준 10일 이내에 택배 발송되며, 기프티콘류는 당첨 발표 즉시 MMS로 전송해 드리고 있습니다.",이벤트/공지
admin1,시스템 점검 중에는 예약 서비스 이용이 아예 불가능한가요?,정기 점검 시간에는 데이터베이스 안정화를 위해 모든 예약 및 결제 기능이 일시 중지됩니다. 기존에 예약하신 내역에 대한 조회는 가능하지만 신규 예약이나 취소는 점검 완료 후 가능합니다. 급하게 예약 확인이 필요하신 분들은 점검 전 미리 예약 확정 문자나 메일을 캡처해 두시는 것을 권장합니다. 점검 시간은 보통 새벽 시간을 이용해 진행됩니다.,이벤트/공지
admin1,비회원으로 예약한 경우 내역을 어떻게 확인하나요?,"현재 저희 서비스는 회원제로 운영되어 비회원 예약은 불가능합니다. 하지만 소셜 로그인(카카오, 네이버, 구글)을 통해 별도의 가입 절차 없이도 3초 만에 로그인이 가능하오니 편리하게 이용해 보세요. 소셜 계정으로 로그인하시면 과거 예약 내역은 물론 포인트 적립 혜택도 모두 받으실 수 있어 훨씬 유리합니다.",기타
admin1,영수증이나 지출증빙 서류를 메일로 받을 수 있나요?,"네, 결제가 완료된 모든 예약은 마이페이지 내 '예약 상세 보기' 화면 하단에서 '영수증 출력' 버튼을 통해 확인하실 수 있습니다. 개인용 카드 영수증 외에도 법인 사용자를 위한 세금계산서 발행(현금 결제 시)이나 현금영수증 신청도 해당 화면에서 직접 정보를 입력하여 처리하실 수 있습니다. 출력이 어려우신 경우 PDF 저장 기능을 이용해 메일로 전송하시기 바랍니다.",기타
admin1,장소에 음식물을 직접 가져가서 먹어도 되나요?,"음식물 반입 여부는 장소마다 규정이 다릅니다. 공간 상세 페이지의 '이용 규칙' 탭에서 '외부 음식 반입 가능' 표시가 있는지 반드시 확인해 주세요. 대부분의 스터디룸이나 공유 오피스는 냄새가 심한 음식물 반입을 금지하고 있으나, 파티룸이나 대관 전용 공간은 자유로운 반입이 가능합니다. 단, 반입 후 발생한 쓰레기는 직접 분리수거해 주시는 것이 기본 매너입니다.",장소/정보
admin1,반려동물과 함께 방문하고 싶은데 동반 입장이 가능한가요?,"반려동물 동반 가능 여부는 '동반 가능' 아이콘이 표시된 장소에 한해서만 가능합니다. 입장 시에는 리드줄을 반드시 착용해야 하며, 7kg 미만의 소형견 위주로 허용되는 경우가 많습니다. 또한 대형견의 경우 입마개 착용이 필수일 수 있으니 예약 전 반드시 해당 매장 관리자에게 메시지나 전화를 통해 상세 확인을 거친 후 예약해 주시기 바랍니다.",장소/정보
admin1,예약 인원보다 더 많은 사람이 오게 되면 추가 비용이 있나요?,"예약 시 설정하신 최대 수용 인원을 초과할 경우 현장에서 추가 인원당 현장 결제가 발생할 수 있습니다. 예를 들어 4인 기준 방에 6인이 입장할 경우 초과된 2인에 대한 추가 비용을 지불하셔야 합니다. 공간마다 1인당 추가 요금이 다르므로 상세 페이지의 요금표를 확인해 주시고, 쾌적한 이용과 안전을 위해 수용 인원 제한을 엄격히 지켜주시는 것이 좋습니다.",예약/결제
admin1,카드 결제 취소 후 카드가 정지되었거나 재발급 받은 경우는 어떻게 되나요?,"결제 시 사용했던 카드가 정지되거나 재발급된 경우에도 카드사를 통한 승인 취소 처리는 정상적으로 진행됩니다. 취소된 금액은 카드사 정책에 따라 새로 발급받은 카드의 대금에서 차감되거나, 연결된 계좌로 입급됩니다. 만약 2주 이상 환불 확인이 안 된다면 해당 카드사 고객센터에 '매입 취소 내역'을 확인해 보시는 것이 가장 정확합니다.",예약/결제
admin1,아이디를 변경하고 싶은데 가능한가요?,"한 번 등록된 아이디는 시스템 보안 및 데이터 무결성을 위해 변경이 불가능합니다. 만약 아이디를 꼭 바꾸셔야 하는 상황이라면 현재 계정을 탈퇴하신 후 새로운 아이디로 다시 가입하셔야 합니다. 단, 이 과정에서 기존에 쌓아두신 포인트나 예약 내역, 등급 정보 등은 모두 삭제되며 복구가 되지 않으니 신중하게 결정해 주시기 바랍니다.",회원/포인트
admin1,포인트 사용을 취소하면 다시 돌려받을 수 있나요?,"네, 예약을 취소하시면 결제 시 사용했던 포인트는 즉시 다시 본인의 계정으로 복구됩니다. 단, 취소 시점에 이미 포인트의 유효기간이 지난 상태라면 복구되지 않고 그대로 소멸될 수 있습니다. 또한 부분 취소의 경우 결제 금액 비율에 맞춰 포인트가 부분적으로 복구되오니 이 점 유의하여 취소 진행 부탁드립니다.",회원/포인트
admin1,리뷰에 욕설이나 비하 발언을 한 사용자를 차단할 수 있나요?,본인에게 불쾌감을 주는 사용자가 있다면 해당 사용자의 프로필을 클릭하여 '차단하기' 기능을 이용하실 수 있습니다. 차단 이후에는 해당 사용자가 작성한 글이나 댓글이 본인에게 보이지 않게 됩니다. 또한 심각한 수준의 명예훼손이나 욕설인 경우 고객센터로 신고해 주시면 운영 정책에 따라 해당 사용자의 계정 정지 등의 강력한 조치를 취하겠습니다.,리뷰/커뮤니티
admin1,공지사항 알림톡이 너무 자주 와서 불편해요.,"중요한 예약 정보 알림을 제외한 마케팅성 공지 알림은 마이페이지 > 설정 > 알림 수신 동의 메뉴에서 언제든지 해제하실 수 있습니다. '이벤트 및 혜택 알림' 체크박스를 해제하시면 이후부터는 예약 확정이나 취소와 같은 필수 안내 메시지만 발송됩니다. 단, 혜택 알림을 끄시면 선착순 쿠폰 발급 등 유용한 정보를 놓치실 수 있습니다.",이벤트/공지